T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
316,Guam,2005,International migrant stock: Female (% total Population),45.1,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2010,International migrant stock: Both sexes (number),"75,416","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2010,International migrant stock: Both sexes (% total population),45.3,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2010,International migrant stock: Male (% total Population),45.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2010,International migrant stock: Female (% total Population),44.9,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2015,International migrant stock: Both sexes (number),"76,089","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2015,International migrant stock: Both sexes (% total population),46.1,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2015,International migrant stock: Male (% total Population),46.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2015,International migrant stock: Female (% total Population),45.7,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2024,International migrant stock: Both sexes (number),"84,159","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2024,International migrant stock: Both sexes (% total population),50.2,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2024,International migrant stock: Male (% total Population),51.1,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2024,International migrant stock: Female (% total Population),49.2,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
320,Guatemala,2005,International migrant stock: Both sexes (number),"57,214",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
320,Guatemala,2005,International migrant stock: Both sexes (% total population),0.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
320,Guatemala,2005,International migrant stock: Male (% total Population),0.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
320,Guatemala,2005,International migrant stock: Female (% total Population),0.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
